p_id;rhythm;modality;variant;code;midi_file
14;4;5;1;aaaab;04_aaaab.mid
14;5;1;4;NA;05_NA.mid
14;5;3;3;NA;05_NA.mid
14;5;2;3;NA;05_NA.mid
14;5;4;1;aaaa;05_aaaa.mid
14;5;5;2;NA;05_NA.mid
14;6;1;3;baac;06_baac.mid
14;6;3;1;acba;06_acba.mid
14;6;5;2;cbaa;06_cbaa.mid
14;6;4;4;aacb;06_aacb.mid
14;6;2;4;aacb;06_aacb.mid
14;7;4;3;aadd;07_aadd.mid
14;7;5;4;adda;07_adda.mid
14;7;2;4;adda;07_adda.mid
14;7;3;1;ddaa;07_ddaa.mid
14;7;1;2;daad;07_daad.mid
14;8;4;4;aaea;08_aaea.mid
14;8;5;1;aeaa;08_aeaa.mid
14;8;3;4;aaea;08_aaea.mid
14;8;1;2;eaaa;08_eaaa.mid
14;8;2;3;aaae;08_aaae.mid
14;9;1;2;NA;09_NA.mid
14;9;3;4;NA;09_NA.mid
14;9;2;1;bbbb;09_bbbb.mid
14;9;4;3;NA;09_NA.mid
14;9;5;4;NA;09_NA.mid
14;10;2;1;dbba;10_dbba.mid
14;10;1;4;adbb;10_adbb.mid
14;10;4;3;badb;10_badb.mid
14;10;5;3;badb;10_badb.mid
14;10;3;2;bbad;10_bbad.mid
15;1;4;4;aaab;01_aaab.mid
15;1;3;2;abaa;01_abaa.mid
15;1;1;1;aaba;01_aaba.mid
15;1;2;1;aaba;01_aaba.mid
15;1;5;3;baaa;01_baaa.mid
15;2;5;4;abba;02_abba.mid
15;2;2;2;baab;02_baab.mid
15;2;3;3;aabb;02_aabb.mid
15;2;4;1;bbaa;02_bbaa.mid
15;2;1;3;aabb;02_aabb.mid
15;3;1;3;aabc;03_aabc.mid
15;3;5;4;abca;03_abca.mid
15;3;2;2;caab;03_caab.mid
15;3;4;3;aabc;03_aabc.mid
15;3;3;1;bcaa;03_bcaa.mid
15;4;3;3;abaaa;04_abaaa.mid
15;4;4;1;aaaab;04_aaaab.mid
15;4;1;4;baaaa;04_baaaa.mid
15;4;5;4;baaaa;04_baaaa.mid
15;4;2;2;aabaa;04_aabaa.mid
15;5;3;2;NA;05_NA.mid
15;5;1;4;NA;05_NA.mid
15;5;4;3;NA;05_NA.mid
15;5;2;2;NA;05_NA.mid
15;5;5;1;aaaa;05_aaaa.mid
15;6;1;4;aacb;06_aacb.mid
15;6;5;2;cbaa;06_cbaa.mid
15;6;4;3;baac;06_baac.mid
15;6;2;3;baac;06_baac.mid
15;6;3;1;acba;06_acba.mid
15;7;3;3;aadd;07_aadd.mid
15;7;1;2;daad;07_daad.mid
15;7;5;4;adda;07_adda.mid
15;7;2;4;adda;07_adda.mid
15;7;4;1;ddaa;07_ddaa.mid
15;8;5;1;aeaa;08_aeaa.mid
15;8;4;4;aaea;08_aaea.mid
15;8;1;2;eaaa;08_eaaa.mid
15;8;2;3;aaae;08_aaae.mid
15;8;3;4;aaea;08_aaea.mid
15;9;4;4;NA;09_NA.mid
15;9;1;3;NA;09_NA.mid
15;9;5;1;bbbb;09_bbbb.mid
15;9;2;2;NA;09_NA.mid
15;9;3;1;bbbb;09_bbbb.mid
15;10;3;2;bbad;10_bbad.mid
15;10;5;1;dbba;10_dbba.mid
15;10;1;3;badb;10_badb.mid
15;10;2;4;adbb;10_adbb.mid
15;10;4;1;dbba;10_dbba.mid
16;1;3;2;abaa;01_abaa.mid
16;1;4;4;aaab;01_aaab.mid
16;1;1;1;aaba;01_aaba.mid
16;1;5;3;baaa;01_baaa.mid
16;1;2;1;aaba;01_aaba.mid
16;2;3;3;aabb;02_aabb.mid
16;2;1;3;aabb;02_aabb.mid
16;2;4;4;abba;02_abba.mid
16;2;2;1;bbaa;02_bbaa.mid
16;2;5;2;baab;02_baab.mid
16;3;3;3;aabc;03_aabc.mid
16;3;5;1;bcaa;03_bcaa.mid
16;3;1;4;abca;03_abca.mid
16;3;4;4;abca;03_abca.mid
16;3;2;2;caab;03_caab.mid
16;4;3;1;aaaab;04_aaaab.mid
16;4;4;4;baaaa;04_baaaa.mid
16;4;2;3;abaaa;04_abaaa.mid
16;4;1;2;aabaa;04_aabaa.mid
16;4;5;2;aabaa;04_aabaa.mid
16;5;5;2;NA;05_NA.mid
16;5;2;4;NA;05_NA.mid
16;5;1;1;aaaa;05_aaaa.mid
16;5;4;3;NA;05_NA.mid
16;5;3;4;NA;05_NA.mid
16;6;4;1;acba;06_acba.mid
16;6;5;4;aacb;06_aacb.mid
16;6;3;2;cbaa;06_cbaa.mid
16;6;1;3;baac;06_baac.mid
16;6;2;1;acba;06_acba.mid
16;7;4;4;adda;07_adda.mid
16;7;2;2;daad;07_daad.mid
16;7;3;3;aadd;07_aadd.mid
16;7;1;1;ddaa;07_ddaa.mid
16;7;5;2;daad;07_daad.mid
16;8;2;3;aaae;08_aaae.mid
16;8;3;4;aaea;08_aaea.mid
16;8;1;2;eaaa;08_eaaa.mid
16;8;5;1;aeaa;08_aeaa.mid
16;8;4;4;aaea;08_aaea.mid
16;9;5;3;NA;09_NA.mid
16;9;4;4;NA;09_NA.mid
16;9;2;2;NA;09_NA.mid
16;9;1;1;bbbb;09_bbbb.mid
16;9;3;3;NA;09_NA.mid
16;10;2;1;dbba;10_dbba.mid
16;10;4;4;adbb;10_adbb.mid
16;10;1;2;bbad;10_bbad.mid
16;10;3;3;badb;10_badb.mid
16;10;5;4;adbb;10_adbb.mid
17;1;5;4;aaab;01_aaab.mid
17;1;4;1;aaba;01_aaba.mid
17;1;1;3;baaa;01_baaa.mid
17;1;3;2;abaa;01_abaa.mid
17;1;2;3;baaa;01_baaa.mid
17;2;3;4;abba;02_abba.mid
17;2;1;4;abba;02_abba.mid
17;2;4;3;aabb;02_aabb.mid
17;2;2;1;bbaa;02_bbaa.mid
17;2;5;2;baab;02_baab.mid
17;3;5;4;abca;03_abca.mid
17;3;3;2;caab;03_caab.mid
17;3;1;1;bcaa;03_bcaa.mid
17;3;4;1;bcaa;03_bcaa.mid
17;3;2;3;aabc;03_aabc.mid
17;4;2;1;aaaab;04_aaaab.mid
17;4;5;4;baaaa;04_baaaa.mid
17;4;4;3;abaaa;04_abaaa.mid
17;4;3;2;aabaa;04_aabaa.mid
17;4;1;4;baaaa;04_baaaa.mid
17;5;2;1;aaaa;05_aaaa.mid
17;5;3;1;aaaa;05_aaaa.mid
17;5;4;3;NA;05_NA.mid
17;5;5;4;NA;05_NA.mid
17;5;1;2;NA;05_NA.mid
17;6;1;1;acba;06_acba.mid
17;6;5;2;cbaa;06_cbaa.mid
17;6;2;4;aacb;06_aacb.mid
17;6;4;4;aacb;06_aacb.mid
17;6;3;3;baac;06_baac.mid
17;7;3;3;aadd;07_aadd.mid
17;7;5;2;daad;07_daad.mid
17;7;1;4;adda;07_adda.mid
17;7;4;1;ddaa;07_ddaa.mid
17;7;2;2;daad;07_daad.mid
17;8;3;1;aeaa;08_aeaa.mid
17;8;5;3;aaae;08_aaae.mid
17;8;2;4;aaea;08_aaea.mid
17;8;1;2;eaaa;08_eaaa.mid
17;8;4;1;aeaa;08_aeaa.mid
17;9;4;4;NA;09_NA.mid
17;9;2;1;bbbb;09_bbbb.mid
17;9;5;3;NA;09_NA.mid
17;9;1;2;NA;09_NA.mid
17;9;3;3;NA;09_NA.mid
17;10;4;1;dbba;10_dbba.mid
17;10;5;1;dbba;10_dbba.mid
17;10;2;4;adbb;10_adbb.mid
17;10;3;2;bbad;10_bbad.mid
17;10;1;3;badb;10_badb.mid
18;1;4;4;aaab;01_aaab.mid
18;1;3;1;aaba;01_aaba.mid
18;1;2;2;abaa;01_abaa.mid
18;1;5;3;baaa;01_baaa.mid
18;1;1;2;abaa;01_abaa.mid
18;2;2;4;abba;02_abba.mid
18;2;5;1;bbaa;02_bbaa.mid
18;2;3;2;baab;02_baab.mid
18;2;1;2;baab;02_baab.mid
18;2;4;3;aabb;02_aabb.mid
18;3;5;4;abca;03_abca.mid
18;3;3;2;caab;03_caab.mid
18;3;1;1;bcaa;03_bcaa.mid
18;3;2;3;aabc;03_aabc.mid
18;3;4;1;bcaa;03_bcaa.mid
18;4;1;4;baaaa;04_baaaa.mid
18;4;5;4;baaaa;04_baaaa.mid
18;4;2;3;abaaa;04_abaaa.mid
18;4;4;2;aabaa;04_aabaa.mid
18;4;3;1;aaaab;04_aaaab.mid
18;5;1;4;NA;05_NA.mid
18;5;4;1;aaaa;05_aaaa.mid
18;5;3;2;NA;05_NA.mid
18;5;5;3;NA;05_NA.mid
18;5;2;2;NA;05_NA.mid
18;6;3;1;acba;06_acba.mid
18;6;2;4;aacb;06_aacb.mid
18;6;5;3;baac;06_baac.mid
18;6;4;4;aacb;06_aacb.mid
18;6;1;2;cbaa;06_cbaa.mid
18;7;4;2;daad;07_daad.mid
18;7;1;1;ddaa;07_ddaa.mid
18;7;3;4;adda;07_adda.mid
18;7;2;3;aadd;07_aadd.mid
18;7;5;3;aadd;07_aadd.mid
18;8;3;2;eaaa;08_eaaa.mid
18;8;5;3;aaae;08_aaae.mid
18;8;1;1;aeaa;08_aeaa.mid
18;8;2;4;aaea;08_aaea.mid
18;8;4;2;eaaa;08_eaaa.mid
18;9;3;2;NA;09_NA.mid
18;9;5;2;NA;09_NA.mid
18;9;2;1;bbbb;09_bbbb.mid
18;9;1;4;NA;09_NA.mid
18;9;4;3;NA;09_NA.mid
18;10;3;3;badb;10_badb.mid
18;10;4;4;adbb;10_adbb.mid
18;10;1;2;bbad;10_bbad.mid
18;10;2;1;dbba;10_dbba.mid
18;10;5;4;adbb;10_adbb.mid
19;1;3;4;aaab;01_aaab.mid
19;1;2;3;baaa;01_baaa.mid
19;1;4;2;abaa;01_abaa.mid
19;1;1;3;baaa;01_baaa.mid
19;1;5;1;aaba;01_aaba.mid
19;2;5;2;baab;02_baab.mid
19;2;1;1;bbaa;02_bbaa.mid
19;2;4;4;abba;02_abba.mid
19;2;2;3;aabb;02_aabb.mid
19;2;3;1;bbaa;02_bbaa.mid
19;3;1;4;abca;03_abca.mid
19;3;3;1;bcaa;03_bcaa.mid
19;3;5;2;caab;03_caab.mid
19;3;2;3;aabc;03_aabc.mid
19;3;4;4;abca;03_abca.mid
19;4;1;1;aaaab;04_aaaab.mid
19;4;5;1;aaaab;04_aaaab.mid
19;4;4;3;abaaa;04_abaaa.mid
19;4;3;2;aabaa;04_aabaa.mid
19;4;2;4;baaaa;04_baaaa.mid
19;5;2;4;NA;05_NA.mid
19;5;4;1;aaaa;05_aaaa.mid
19;5;1;2;NA;05_NA.mid
19;5;5;3;NA;05_NA.mid
19;5;3;4;NA;05_NA.mid
19;6;2;2;cbaa;06_cbaa.mid
19;6;4;2;cbaa;06_cbaa.mid
19;6;1;1;acba;06_acba.mid
19;6;3;4;aacb;06_aacb.mid
19;6;5;3;baac;06_baac.mid
19;7;3;4;adda;07_adda.mid
19;7;2;3;aadd;07_aadd.mid
19;7;5;3;aadd;07_aadd.mid
19;7;1;2;daad;07_daad.mid
19;7;4;1;ddaa;07_ddaa.mid
19;8;1;4;aaea;08_aaea.mid
19;8;2;1;aeaa;08_aeaa.mid
19;8;3;3;aaae;08_aaae.mid
19;8;4;3;aaae;08_aaae.mid
19;8;5;2;eaaa;08_eaaa.mid
19;9;5;1;bbbb;09_bbbb.mid
19;9;3;1;bbbb;09_bbbb.mid
19;9;4;4;NA;09_NA.mid
19;9;2;3;NA;09_NA.mid
19;9;1;2;NA;09_NA.mid
19;10;1;4;adbb;10_adbb.mid
19;10;2;3;badb;10_badb.mid
19;10;3;1;dbba;10_dbba.mid
19;10;4;2;bbad;10_bbad.mid
19;10;5;2;bbad;10_bbad.mid
20;1;3;1;aaba;01_aaba.mid
20;1;2;3;baaa;01_baaa.mid
20;1;5;4;aaab;01_aaab.mid
20;1;4;2;abaa;01_abaa.mid
20;1;1;3;baaa;01_baaa.mid
20;2;5;1;bbaa;02_bbaa.mid
20;2;3;4;abba;02_abba.mid
20;2;2;3;aabb;02_aabb.mid
20;2;1;4;abba;02_abba.mid
20;2;4;2;baab;02_baab.mid
20;3;4;2;caab;03_caab.mid
20;3;5;4;abca;03_abca.mid
20;3;2;3;aabc;03_aabc.mid
20;3;3;1;bcaa;03_bcaa.mid
20;3;1;2;caab;03_caab.mid
20;4;2;4;baaaa;04_baaaa.mid
20;4;1;3;abaaa;04_abaaa.mid
20;4;4;2;aabaa;04_aabaa.mid
20;4;3;1;aaaab;04_aaaab.mid
20;4;5;3;abaaa;04_abaaa.mid
20;5;4;1;aaaa;05_aaaa.mid
20;5;2;3;NA;05_NA.mid
20;5;1;4;NA;05_NA.mid
20;5;5;2;NA;05_NA.mid
20;5;3;3;NA;05_NA.mid
20;6;2;3;baac;06_baac.mid
20;6;3;4;aacb;06_aacb.mid
20;6;5;1;acba;06_acba.mid
20;6;4;3;baac;06_baac.mid
20;6;1;2;cbaa;06_cbaa.mid
20;7;4;4;adda;07_adda.mid
20;7;3;2;daad;07_daad.mid
20;7;5;3;aadd;07_aadd.mid
20;7;2;3;aadd;07_aadd.mid
20;7;1;1;ddaa;07_ddaa.mid
20;8;3;1;aeaa;08_aeaa.mid
20;8;2;4;aaea;08_aaea.mid
20;8;4;1;aeaa;08_aeaa.mid
20;8;1;2;eaaa;08_eaaa.mid
20;8;5;3;aaae;08_aaae.mid
20;9;3;2;NA;09_NA.mid
20;9;2;1;bbbb;09_bbbb.mid
20;9;1;3;NA;09_NA.mid
20;9;4;4;NA;09_NA.mid
20;9;5;2;NA;09_NA.mid
20;10;1;2;bbad;10_bbad.mid
20;10;5;1;dbba;10_dbba.mid
20;10;3;3;badb;10_badb.mid
20;10;2;4;adbb;10_adbb.mid
20;10;4;1;dbba;10_dbba.mid
21;1;2;4;aaab;01_aaab.mid
21;1;4;3;baaa;01_baaa.mid
21;1;3;2;abaa;01_abaa.mid
21;1;1;4;aaab;01_aaab.mid
21;1;5;1;aaba;01_aaba.mid
21;2;1;4;abba;02_abba.mid
21;2;5;3;aabb;02_aabb.mid
21;2;2;2;baab;02_baab.mid
21;2;4;1;bbaa;02_bbaa.mid
21;2;3;4;abba;02_abba.mid
21;3;4;1;bcaa;03_bcaa.mid
21;3;5;4;abca;03_abca.mid
21;3;1;1;bcaa;03_bcaa.mid
21;3;3;3;aabc;03_aabc.mid
21;3;2;2;caab;03_caab.mid
21;4;1;1;aaaab;04_aaaab.mid
21;4;2;2;aabaa;04_aabaa.mid
21;4;5;1;aaaab;04_aaaab.mid
21;4;4;4;baaaa;04_baaaa.mid
21;4;3;3;abaaa;04_abaaa.mid
21;5;2;2;NA;05_NA.mid
21;5;4;1;aaaa;05_aaaa.mid
21;5;1;4;NA;05_NA.mid
21;5;5;3;NA;05_NA.mid
21;5;3;2;NA;05_NA.mid
21;6;3;4;aacb;06_aacb.mid
21;6;2;2;cbaa;06_cbaa.mid
21;6;5;3;baac;06_baac.mid
21;6;1;1;acba;06_acba.mid
21;6;4;2;cbaa;06_cbaa.mid
21;7;3;3;aadd;07_aadd.mid
21;7;4;2;daad;07_daad.mid
21;7;5;4;adda;07_adda.mid
21;7;1;1;ddaa;07_ddaa.mid
21;7;2;4;adda;07_adda.mid
21;8;4;4;aaea;08_aaea.mid
21;8;5;2;eaaa;08_eaaa.mid
21;8;3;4;aaea;08_aaea.mid
21;8;1;3;aaae;08_aaae.mid
21;8;2;1;aeaa;08_aeaa.mid
21;9;2;1;bbbb;09_bbbb.mid
21;9;3;3;NA;09_NA.mid
21;9;5;3;NA;09_NA.mid
21;9;1;2;NA;09_NA.mid
21;9;4;4;NA;09_NA.mid
21;10;1;1;dbba;10_dbba.mid
21;10;2;3;badb;10_badb.mid
21;10;4;2;bbad;10_bbad.mid
21;10;3;4;adbb;10_adbb.mid
21;10;5;2;bbad;10_bbad.mid
22;1;4;4;aaab;01_aaab.mid
22;1;2;3;baaa;01_baaa.mid
22;1;5;1;aaba;01_aaba.mid
22;1;1;3;baaa;01_baaa.mid
22;1;3;2;abaa;01_abaa.mid
22;2;2;1;bbaa;02_bbaa.mid
22;2;4;2;baab;02_baab.mid
22;2;1;3;aabb;02_aabb.mid
22;2;3;3;aabb;02_aabb.mid
22;2;5;4;abba;02_abba.mid
22;3;3;4;abca;03_abca.mid
22;3;1;2;caab;03_caab.mid
22;3;4;2;caab;03_caab.mid
22;3;2;1;bcaa;03_bcaa.mid
22;3;5;3;aabc;03_aabc.mid
22;4;2;3;abaaa;04_abaaa.mid
22;4;3;1;aaaab;04_aaaab.mid
22;4;1;2;aabaa;04_aabaa.mid
22;4;5;2;aabaa;04_aabaa.mid
22;4;4;4;baaaa;04_baaaa.mid
22;5;5;4;NA;05_NA.mid
22;5;2;1;aaaa;05_aaaa.mid
22;5;4;2;NA;05_NA.mid
22;5;1;3;NA;05_NA.mid
22;5;3;1;aaaa;05_aaaa.mid
22;6;2;2;cbaa;06_cbaa.mid
22;6;3;3;baac;06_baac.mid
22;6;1;1;acba;06_acba.mid
22;6;4;2;cbaa;06_cbaa.mid
22;6;5;4;aacb;06_aacb.mid
22;7;1;4;adda;07_adda.mid
22;7;3;3;aadd;07_aadd.mid
22;7;2;2;daad;07_daad.mid
22;7;5;2;daad;07_daad.mid
22;7;4;1;ddaa;07_ddaa.mid
22;8;1;3;aaae;08_aaae.mid
22;8;4;4;aaea;08_aaea.mid
22;8;3;4;aaea;08_aaea.mid
22;8;2;2;eaaa;08_eaaa.mid
22;8;5;1;aeaa;08_aeaa.mid
22;9;5;3;NA;09_NA.mid
22;9;3;3;NA;09_NA.mid
22;9;2;2;NA;09_NA.mid
22;9;1;1;bbbb;09_bbbb.mid
22;9;4;4;NA;09_NA.mid
22;10;2;2;bbad;10_bbad.mid
22;10;1;4;adbb;10_adbb.mid
22;10;5;1;dbba;10_dbba.mid
22;10;3;3;badb;10_badb.mid
22;10;4;1;dbba;10_dbba.mid
23;1;2;4;aaab;01_aaab.mid
23;1;3;3;baaa;01_baaa.mid
23;1;4;1;aaba;01_aaba.mid
23;1;5;2;abaa;01_abaa.mid
23;1;1;4;aaab;01_aaab.mid
23;2;2;2;baab;02_baab.mid
23;2;5;1;bbaa;02_bbaa.mid
23;2;4;4;abba;02_abba.mid
23;2;3;3;aabb;02_aabb.mid
23;2;1;3;aabb;02_aabb.mid
23;3;5;3;aabc;03_aabc.mid
23;3;1;1;bcaa;03_bcaa.mid
23;3;3;2;caab;03_caab.mid
23;3;4;1;bcaa;03_bcaa.mid
23;3;2;4;abca;03_abca.mid
23;4;3;3;abaaa;04_abaaa.mid
23;4;2;4;baaaa;04_baaaa.mid
23;4;4;2;aabaa;04_aabaa.mid
23;4;1;1;aaaab;04_aaaab.mid
23;4;5;1;aaaab;04_aaaab.mid
23;5;5;4;NA;05_NA.mid
23;5;4;3;NA;05_NA.mid
23;5;1;1;aaaa;05_aaaa.mid
23;5;3;2;NA;05_NA.mid
23;5;2;2;NA;05_NA.mid
23;6;1;4;aacb;06_aacb.mid
23;6;5;2;cbaa;06_cbaa.mid
23;6;3;3;baac;06_baac.mid
23;6;2;1;acba;06_acba.mid
23;6;4;1;acba;06_acba.mid
23;7;4;4;adda;07_adda.mid
23;7;2;2;daad;07_daad.mid
23;7;3;1;ddaa;07_ddaa.mid
23;7;1;3;aadd;07_aadd.mid
23;7;5;2;daad;07_daad.mid
23;8;2;1;aeaa;08_aeaa.mid
23;8;4;3;aaae;08_aaae.mid
23;8;3;3;aaae;08_aaae.mid
23;8;5;4;aaea;08_aaea.mid
23;8;1;2;eaaa;08_eaaa.mid
23;9;4;3;NA;09_NA.mid
23;9;1;2;NA;09_NA.mid
23;9;2;1;bbbb;09_bbbb.mid
23;9;5;4;NA;09_NA.mid
23;9;3;4;NA;09_NA.mid
23;10;4;4;adbb;10_adbb.mid
23;10;3;2;bbad;10_bbad.mid
23;10;2;3;badb;10_badb.mid
23;10;1;1;dbba;10_dbba.mid
23;10;5;4;adbb;10_adbb.mid
24;1;1;1;aaba;01_aaba.mid
24;1;4;3;baaa;01_baaa.mid
24;1;3;4;aaab;01_aaab.mid
24;1;2;1;aaba;01_aaba.mid
24;1;5;2;abaa;01_abaa.mid
24;2;3;4;abba;02_abba.mid
24;2;1;4;abba;02_abba.mid
24;2;4;3;aabb;02_aabb.mid
24;2;2;1;bbaa;02_bbaa.mid
24;2;5;2;baab;02_baab.mid
24;3;1;1;bcaa;03_bcaa.mid
24;3;4;1;bcaa;03_bcaa.mid
24;3;2;3;aabc;03_aabc.mid
24;3;5;4;abca;03_abca.mid
24;3;3;2;caab;03_caab.mid
24;4;5;4;baaaa;04_baaaa.mid
24;4;4;1;aaaab;04_aaaab.mid
24;4;1;4;baaaa;04_baaaa.mid
24;4;3;3;abaaa;04_abaaa.mid
24;4;2;2;aabaa;04_aabaa.mid
24;5;2;1;aaaa;05_aaaa.mid
24;5;5;4;NA;05_NA.mid
24;5;3;1;aaaa;05_aaaa.mid
24;5;4;3;NA;05_NA.mid
24;5;1;2;NA;05_NA.mid
24;6;4;2;cbaa;06_cbaa.mid
24;6;3;3;baac;06_baac.mid
24;6;1;4;aacb;06_aacb.mid
24;6;2;2;cbaa;06_cbaa.mid
24;6;5;1;acba;06_acba.mid
24;7;3;2;daad;07_daad.mid
24;7;5;1;ddaa;07_ddaa.mid
24;7;4;4;adda;07_adda.mid
24;7;2;1;ddaa;07_ddaa.mid
24;7;1;3;aadd;07_aadd.mid
24;8;2;2;eaaa;08_eaaa.mid
24;8;4;4;aaea;08_aaea.mid
24;8;3;4;aaea;08_aaea.mid
24;8;5;1;aeaa;08_aeaa.mid
24;8;1;3;aaae;08_aaae.mid
24;9;5;1;bbbb;09_bbbb.mid
24;9;2;4;NA;09_NA.mid
24;9;1;3;NA;09_NA.mid
24;9;4;2;NA;09_NA.mid
24;9;3;1;bbbb;09_bbbb.mid
24;10;1;4;adbb;10_adbb.mid
24;10;5;3;badb;10_badb.mid
24;10;4;3;badb;10_badb.mid
24;10;2;2;bbad;10_bbad.mid
24;10;3;1;dbba;10_dbba.mid
25;1;4;4;aaab;01_aaab.mid
25;1;1;1;aaba;01_aaba.mid
25;1;5;3;baaa;01_baaa.mid
25;1;2;1;aaba;01_aaba.mid
25;1;3;2;abaa;01_abaa.mid
25;2;3;3;aabb;02_aabb.mid
25;2;1;3;aabb;02_aabb.mid
25;2;4;2;baab;02_baab.mid
25;2;2;4;abba;02_abba.mid
25;2;5;1;bbaa;02_bbaa.mid
25;3;4;1;bcaa;03_bcaa.mid
25;3;1;1;bcaa;03_bcaa.mid
25;3;5;2;caab;03_caab.mid
25;3;2;4;abca;03_abca.mid
25;3;3;3;aabc;03_aabc.mid
25;4;5;2;aabaa;04_aabaa.mid
25;4;2;3;abaaa;04_abaaa.mid
25;4;1;2;aabaa;04_aabaa.mid
25;4;4;1;aaaab;04_aaaab.mid
25;4;3;4;baaaa;04_baaaa.mid
25;5;5;1;aaaa;05_aaaa.mid
25;5;4;2;NA;05_NA.mid
25;5;2;3;NA;05_NA.mid
25;5;1;4;NA;05_NA.mid
25;5;3;3;NA;05_NA.mid
25;6;4;4;aacb;06_aacb.mid
25;6;5;2;cbaa;06_cbaa.mid
25;6;1;3;baac;06_baac.mid
25;6;3;1;acba;06_acba.mid
25;6;2;4;aacb;06_aacb.mid
25;7;2;4;adda;07_adda.mid
25;7;3;3;aadd;07_aadd.mid
25;7;5;4;adda;07_adda.mid
25;7;4;2;daad;07_daad.mid
25;7;1;1;ddaa;07_ddaa.mid
25;8;1;2;eaaa;08_eaaa.mid
25;8;4;1;aeaa;08_aeaa.mid
25;8;5;4;aaea;08_aaea.mid
25;8;3;1;aeaa;08_aeaa.mid
25;8;2;3;aaae;08_aaae.mid
25;9;2;2;NA;09_NA.mid
25;9;3;3;NA;09_NA.mid
25;9;1;4;NA;09_NA.mid
25;9;4;1;bbbb;09_bbbb.mid
25;9;5;3;NA;09_NA.mid
25;10;3;3;badb;10_badb.mid
25;10;5;2;bbad;10_bbad.mid
25;10;2;1;dbba;10_dbba.mid
25;10;1;4;adbb;10_adbb.mid
25;10;4;2;bbad;10_bbad.mid
26;1;1;4;aaab;01_aaab.mid
26;1;5;3;baaa;01_baaa.mid
26;1;3;1;aaba;01_aaba.mid
26;1;2;4;aaab;01_aaab.mid
26;1;4;2;abaa;01_abaa.mid
26;2;2;2;baab;02_baab.mid
26;2;1;1;bbaa;02_bbaa.mid
26;2;3;1;bbaa;02_bbaa.mid
26;2;5;4;abba;02_abba.mid
26;2;4;3;aabb;02_aabb.mid
26;3;1;3;aabc;03_aabc.mid
26;3;2;1;bcaa;03_bcaa.mid
26;3;5;4;abca;03_abca.mid
26;3;4;3;aabc;03_aabc.mid
26;3;3;2;caab;03_caab.mid
26;4;5;1;aaaab;04_aaaab.mid
26;4;4;3;abaaa;04_abaaa.mid
26;4;1;1;aaaab;04_aaaab.mid
26;4;3;2;aabaa;04_aabaa.mid
26;4;2;4;baaaa;04_baaaa.mid
26;5;4;3;NA;05_NA.mid
26;5;2;1;aaaa;05_aaaa.mid
26;5;5;2;NA;05_NA.mid
26;5;1;4;NA;05_NA.mid
26;5;3;1;aaaa;05_aaaa.mid
26;6;3;4;aacb;06_aacb.mid
26;6;2;3;baac;06_baac.mid
26;6;1;2;cbaa;06_cbaa.mid
26;6;4;3;baac;06_baac.mid
26;6;5;1;acba;06_acba.mid
26;7;5;1;ddaa;07_ddaa.mid
26;7;3;2;daad;07_daad.mid
26;7;2;1;ddaa;07_ddaa.mid
26;7;1;4;adda;07_adda.mid
26;7;4;3;aadd;07_aadd.mid
26;8;5;1;aeaa;08_aeaa.mid
26;8;3;2;eaaa;08_eaaa.mid
26;8;4;2;eaaa;08_eaaa.mid
26;8;1;4;aaea;08_aaea.mid
26;8;2;3;aaae;08_aaae.mid
26;9;4;4;NA;09_NA.mid
26;9;2;2;NA;09_NA.mid
26;9;1;1;bbbb;09_bbbb.mid
26;9;5;3;NA;09_NA.mid
26;9;3;3;NA;09_NA.mid
26;10;3;1;dbba;10_dbba.mid
26;10;2;2;bbad;10_bbad.mid
26;10;4;4;adbb;10_adbb.mid
26;10;5;4;adbb;10_adbb.mid
26;10;1;3;badb;10_badb.mid
27;1;3;3;baaa;01_baaa.mid
27;1;1;1;aaba;01_aaba.mid
27;1;2;1;aaba;01_aaba.mid
27;1;5;4;aaab;01_aaab.mid
27;1;4;2;abaa;01_abaa.mid
27;2;5;4;abba;02_abba.mid
27;2;1;1;bbaa;02_bbaa.mid
27;2;3;1;bbaa;02_bbaa.mid
27;2;2;3;aabb;02_aabb.mid
27;2;4;2;baab;02_baab.mid
27;3;5;4;abca;03_abca.mid
27;3;3;3;aabc;03_aabc.mid
27;3;1;1;bcaa;03_bcaa.mid
27;3;2;2;caab;03_caab.mid
27;3;4;1;bcaa;03_bcaa.mid
27;4;5;2;aabaa;04_aabaa.mid
27;4;2;3;abaaa;04_abaaa.mid
27;4;3;1;aaaab;04_aaaab.mid
27;4;1;2;aabaa;04_aabaa.mid
27;4;4;4;baaaa;04_baaaa.mid
27;5;2;1;aaaa;05_aaaa.mid
27;5;3;1;aaaa;05_aaaa.mid
27;5;5;2;NA;05_NA.mid
27;5;4;3;NA;05_NA.mid
27;5;1;4;NA;05_NA.mid
27;6;5;4;aacb;06_aacb.mid
27;6;3;3;baac;06_baac.mid
27;6;1;2;cbaa;06_cbaa.mid
27;6;4;1;acba;06_acba.mid
27;6;2;1;acba;06_acba.mid
27;7;1;1;ddaa;07_ddaa.mid
27;7;3;3;aadd;07_aadd.mid
27;7;4;4;adda;07_adda.mid
27;7;2;2;daad;07_daad.mid
27;7;5;2;daad;07_daad.mid
27;8;5;4;aaea;08_aaea.mid
27;8;3;3;aaae;08_aaae.mid
27;8;2;2;eaaa;08_eaaa.mid
